Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
095610,KR7095610002,테스,KOSDAQ GLOBAL,우량기업부,19810,2,-190,-0.95,20100,20100,19680,40647,805246150,391608557060,19768226,KSQ
033100,KR7033100009,제룡전기,KOSDAQ,우량기업부,24350,2,-150,-0.61,24800,24800,23600,179571,4355415200,391119659150,16062409,KSQ
183190,KR7183190008,아세아시멘트,KOSPI,,9990,2,-20,-0.2,10020,10140,9860,19034,190273520,389191319100,38958090,STK
348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,37250,1,750,2.05,37700,38700,36900,847192,32086390900,389123557500,10446270,KSQ
005090,KR7005090006,SGC에너지,KOSPI,,26500,1,200,0.76,26300,26700,26050,11610,306502500,388940606000,14677004,STK
060720,KR7060720000,KH바텍,KOSDAQ,중견기업부,16420,2,-1200,-6.81,17600,17600,16410,370965,6234535190,388783597640,23677442,KSQ
060250,KR7060250008,NHN KCP,KOSDAQ GLOBAL,우량기업부,9680,2,-110,-1.12,9750,9870,9680,34845,339470400,388754714480,40160611,KSQ
123890,KR7123890006,한국자산신탁,KOSPI,,3130,1,5,0.16,3120,3130,3110,10318,32197110,388050363760,123977752,STK
001725,KR7001721000,신영증권우,KOSPI,,54800,1,100,0.18,54800,54800,54800,3,164400,386546212400,7053763,STK
229640,KR7229640008,LS전선아시아,KOSPI,,12590,1,2040,19.34,11450,12590,10900,8963895,106828774570,385567226610,30624879,STK
205470,KR7205470008,휴마시스,KOSDAQ,우량기업부,2980,2,-35,-1.16,2970,3050,2925,2871256,8563876900,385537526820,129375009,KSQ
060150,KR7060150000,인선이엔티,KOSDAQ,우량기업부,8270,2,-100,-1.19,8380,8400,8250,133734,1110193640,385081071240,46563612,KSQ
448730,KR7448730002,삼성FN리츠,KOSPI,,4980,2,-40,-0.8,5030,5030,4980,22838,114015770,384954000000,77300000,STK
001200,KR7001200005,유진투자증권,KOSPI,,3970,2,-55,-1.37,3990,4035,3960,138963,555025210,384559679460,96866418,STK
047920,KR7047920004,HLB제약,KOSDAQ,기술성장기업부,12990,1,80,0.62,13300,13320,12940,134949,1770914400,384557284980,29604102,KSQ
073640,KR7073640005,테라사이언스,KOSDAQ,중견기업부,4195,2,-270,-6.05,4285,4330,4110,1659021,7000577460,384319891000,91613800,KSQ
417010,KR7417010006,나노팀,KOSDAQ,벤처기업부,19970,2,-230,-1.14,20200,20350,19900,23120,462726360,382511930160,19154328,KSQ
108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,30250,1,250,0.83,30600,31250,30100,333706,10242261200,381976974500,12627338,KSQ
089970,KR7089970008,에이피티씨,KOSDAQ,우량기업부,15870,2,-570,-3.47,16270,16270,15800,12875,204936630,380572042650,23980595,KSQ
007810,KR7007810005,코리아써키트,KOSPI,,16080,2,-350,-2.13,16310,16320,16040,63742,1029247680,379821676080,23620751,STK
322000,KR7322000001,HD현대에너지솔루션,KOSPI,,33800,2,-950,-2.73,35000,35000,33650,19842,676971300,378560000000,11200000,STK
014830,KR7014830004,유니드,KOSPI,,55600,2,-1400,-2.46,57000,57000,55500,9354,522240500,376278560000,6767600,STK
094800,KR7094800000,맵스리얼티1,KOSPI,,4050,2,-20,-0.49,4095,4095,4045,1123,4564805,375979040550,92834331,STK
000430,KR7000430009,대원강업,KOSPI,,6050,2,-50,-0.82,6180,6190,5960,228905,1391618110,375100000000,62000000,STK
243840,KR7243840006,신흥에스이씨,KOSDAQ,우량기업부,48300,2,-850,-1.73,49400,49400,48300,10989,536497600,374963960700,7763229,KSQ
018470,KR7018470005,조일알미늄,KOSPI,,2960,2,-45,-1.5,3000,3000,2935,924113,2750032350,374829894160,126631721,STK
001780,KR7001780006,알루코,KOSPI,,4045,2,-155,-3.69,4165,4170,4030,497877,2040595585,374258091440,92523632,STK
012030,KR7012030003,DB,KOSPI,,1849,2,-47,-2.48,1891,1891,1821,494979,919135448,371970602117,201173933,STK
217270,KR7217270008,넵튠,KOSDAQ,중견기업부,7980,2,-200,-2.44,8220,8220,7880,15783,125653450,371125285440,46506928,KSQ
071970,KR7071970008,STX중공업,KOSPI,,12930,1,440,3.52,13000,13370,12720,1023780,13356434130,369186010170,28552669,STK
038500,KR7038500005,삼표시멘트,KOSDAQ,우량기업부,3405,2,-5,-0.15,3435,3445,3400,14348,48963010,367455021930,107916306,KSQ
451800,KR7451800007,한화리츠,KOSPI,,5200,3,0,0.0,5200,5210,5170,114,592580,367120000000,70600000,STK
060980,KR7060980000,HL홀딩스,KOSPI,,36100,2,-600,-1.63,36700,36700,36100,2309,83757700,367115701000,10169410,STK
012630,KR7012630000,HDC,KOSPI,,6110,1,90,1.5,5990,6160,5990,32285,196732400,365021915310,59741721,STK
432320,KR7432320000,KB스타리츠,KOSPI,,3595,2,-5,-0.14,3575,3615,3545,51936,186812005,364584354575,101414285,STK
017390,KR7017390006,서울가스,KOSPI,,72900,2,-1500,-2.02,74800,74800,72500,8104,592837400,364500000000,5000000,STK
059090,KR7059090001,미코,KOSDAQ,투자주의환기종목(소속부없음),10890,2,-160,-1.45,10880,11290,10850,104598,1150765820,363908712420,33416778,KSQ
101360,KR7101360006,에코앤드림,KOSDAQ,우량기업부,31650,2,-600,-1.86,32250,32300,31550,30032,955446350,361293706950,11415283,KSQ
013030,KR7013030002,하이록코리아,KOSDAQ,우량기업부,28100,2,-1000,-3.44,28950,29100,28050,34685,983232200,361255005000,12856050,KSQ
041830,KR7041830001,인바디,KOSDAQ,우량기업부,26400,2,-700,-2.58,27300,27350,26100,44038,1175468600,361251844800,13683782,KSQ
307750,KR7307750000,국전약품,KOSDAQ,우량기업부,7360,2,-130,-1.74,7600,7620,7330,457793,3424693700,361149819840,49069269,KSQ
003220,KR7003220001,대원제약,KOSPI,,16390,2,-80,-0.49,16720,16720,16370,91947,1517815020,360000941300,21964670,STK
092040,KR7092040005,아미코젠,KOSDAQ,기술성장기업부,18180,2,-400,-2.15,18720,18720,18170,30317,555584910,359140591440,19754708,KSQ
058430,KR7058430000,포스코스틸리온,KOSPI,,59600,2,-1600,-2.61,59700,61400,59500,41009,2470301300,357600000000,6000000,STK
002030,KR7002030005,아세아,KOSPI,,166600,2,-3900,-2.29,170500,170700,160900,1514,252556100,355858266400,2136004,STK
029960,KR7029960002,코엔텍,KOSDAQ,우량기업부,7100,2,-40,-0.56,7120,7130,7010,58150,411462390,355000000000,50000000,KSQ
363280,KR7363280009,티와이홀딩스,KOSPI,,7030,2,-240,-3.3,7280,7280,6990,24657,174956350,354517754040,50429268,STK
297090,KR7297090003,씨에스베어링,KOSDAQ,중견기업부,12990,2,-30,-0.23,13150,13300,12880,190780,2494492060,354237300000,27270000,KSQ
027410,KR7027410000,BGF,KOSPI,,3700,2,-20,-0.54,3700,3735,3660,16748,62081370,354152126700,95716791,STK
037270,KR7037270006,YG PLUS,KOSPI,,5570,2,-140,-2.45,5640,5650,5520,212421,1186293730,353301813700,63429410,STK
002310,KR7002310001,아세아제지,KOSPI,,39250,1,50,0.13,39500,39700,39150,5750,226339550,351542703500,8956502,STK
056080,KR7056080005,유진로봇,KOSDAQ,중견기업부,9370,2,-540,-5.45,9620,9730,9260,1939059,18333072490,351488864240,37512152,KSQ
049950,KR7049950009,미래컴퍼니,KOSDAQ,우량기업부,39800,2,-1150,-2.81,39650,40200,38800,121720,4788525650,350951783200,8817884,KSQ
314930,KR7314930009,바이오다인,KOSDAQ,기술성장기업부,56800,2,-300,-0.53,58000,58100,56200,6072,344456800,350949876000,6178695,KSQ
290670,KR7290670009,대보마그네틱,KOSDAQ,우량기업부,44650,2,-800,-1.76,45450,45900,44550,18659,837449450,350844519000,7857660,KSQ
001340,KR7001340009,백광산업,KOSPI,,7790,0,0,0.0,0,0,0,0,0,349914390530,44918407,STK
382840,KR7382840007,원준,KOSDAQ,벤처기업부,22800,2,-600,-2.56,23200,23250,22700,70753,1621519600,348192046800,15271581,KSQ
009290,KR7009290008,광동제약,KOSPI,,6640,2,-180,-2.64,6850,6860,6600,131260,873407580,348074450640,52420851,STK
094360,KR7094360005,칩스앤미디어,KOSDAQ,벤처기업부,36100,2,-850,-2.3,36050,36600,35700,42705,1541577450,348015371500,9640315,KSQ
011000,KR7011000007,진원생명과학,KOSPI,,4465,2,-70,-1.54,4535,4535,4395,228718,1017019430,347160889535,77751599,STK
282880,KR7282880004,코윈테크,KOSDAQ,우량기업부,33700,2,-850,-2.46,34700,34700,33600,45460,1543127050,346837164800,10291904,KSQ
092220,KR7092220003,KEC,KOSPI,,1725,2,-74,-4.11,1778,1780,1722,1422813,2477990968,346316418225,200763141,STK
016800,KR7016800005,퍼시스,KOSPI,,30100,2,-50,-0.17,30150,30150,29950,99,2979850,346150000000,11500000,STK
060370,KR7060370004,KT서브마린,KOSDAQ,중견기업부,13280,1,490,3.83,12790,13790,12710,417281,5615286780,344459720960,25938232,KSQ
230360,KR7230360000,에코마케팅,KOSDAQ GLOBAL,우량기업부,10630,1,170,1.63,10460,10700,10440,60223,635419150,344072148270,32368029,KSQ
058820,KR7058820002,CMG제약,KOSDAQ,중견기업부,2475,2,-70,-2.75,2570,2575,2450,504605,1258161140,343758303900,138892244,KSQ
034950,KR7034950006,한국기업평가,KOSDAQ,우량기업부,75700,1,200,0.26,75500,75800,75500,147,11121300,343716909800,4540514,KSQ
045100,KR7045100005,한양이엔지,KOSDAQ,우량기업부,19090,1,1770,10.22,18850,20300,18720,2567740,50115678110,343620000000,18000000,KSQ
104830,KR7104830005,원익머트리얼즈,KOSDAQ,우량기업부,27250,2,-750,-2.68,27700,27800,27250,16514,453516550,343568000000,12608000,KSQ
054210,KR7054210000,이랜텍,KOSDAQ,우량기업부,13580,2,-70,-0.51,13550,13740,13460,60097,815503290,343454631800,25291210,KSQ
005810,KR7005810007,풍산홀딩스,KOSPI,,34300,2,-350,-1.01,34650,34650,34300,2157,74092100,342949510400,9998528,STK
003545,KR7003541000,대신증권우,KOSPI,,13170,1,30,0.23,13220,13220,13120,6864,90526370,342420000000,26000000,STK
003060,KR7003060001,에이프로젠바이오로직스,KOSPI,,514,2,-20,-3.75,550,550,493,11840614,6042855570,342197910146,665754689,STK
075580,KR7075580001,세진중공업,KOSPI,,5990,2,-110,-1.8,6160,6170,5990,57162,345483930,340528241440,56849456,STK
093230,KR7093230001,이아이디,KOSPI,,1392,0,0,0.0,0,0,0,0,0,339310256256,243757368,STK
030610,KR7030610000,교보증권,KOSPI,,5230,3,0,0.0,5190,5250,5190,2380,12439460,338136738080,64653296,STK
025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,9010,2,-80,-0.88,9010,9130,8980,15304,138146070,337372881710,37444271,KSQ
003300,KR7003300001,한일홀딩스,KOSPI,,10940,1,40,0.37,10900,10950,10890,516,5629990,337311750960,30832884,STK
077360,KR7077360006,덕산하이메탈,KOSDAQ,우량기업부,7410,2,-150,-1.98,7430,7530,7340,156288,1157669800,336688184820,45437002,KSQ
036420,KR7036420008,콘텐트리중앙,KOSPI,,17400,2,-100,-0.57,17500,17610,17090,42509,733843670,335164159200,19262308,STK
007570,KR7007570005,일양약품,KOSPI,,17530,2,-40,-0.23,17500,17600,17350,16828,293847500,334571689920,19085664,STK
029530,KR7029530003,신도리코,KOSPI,,33150,2,-250,-0.75,33400,33600,33050,1192,39774100,334152961350,10080029,STK
122640,KR7122640006,예스티,KOSDAQ,벤처기업부,18150,2,-500,-2.68,18650,18650,18140,48672,891275070,334140429150,18409941,KSQ
298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,22700,1,650,2.95,22050,22800,22050,54077,1219568350,333930075200,14710576,KSQ
084110,KR7084110006,휴온스글로벌,KOSDAQ,중견기업부,26450,1,1350,5.38,24800,27250,24800,101002,2655367500,333838463400,12621492,KSQ
102940,KR7102940004,코오롱생명과학,KOSDAQ,중견기업부,29150,1,150,0.52,29300,29300,28100,1874,54106400,332670177400,11412356,KSQ
103590,KR7103590006,일진전기,KOSPI,,8960,2,-640,-6.67,9610,9640,8950,810225,7439252600,332240294400,37080390,STK
285490,KR7285490009,노바텍,KOSDAQ,벤처기업부,31300,2,-900,-2.8,32200,32200,31150,21527,678538950,331023510300,10575831,KSQ
030520,KR7030520001,한글과컴퓨터,KOSDAQ,우량기업부,13670,2,-230,-1.65,13850,13900,13570,60926,832207040,330537100480,24179744,KSQ
089010,KR7089010003,켐트로닉스,KOSDAQ,우량기업부,21750,2,-450,-2.03,22050,22200,21500,30844,672298450,329897040000,15167680,KSQ
267980,KR7267980001,매일유업,KOSDAQ GLOBAL,우량기업부,42000,1,400,0.96,41950,42250,41250,1776,74213550,329432796000,7843638,KSQ
008350,KR7008350001,남선알미늄,KOSPI,,2550,1,5,0.2,2550,2580,2520,296378,755143710,329151679500,129079090,STK
003920,KR7003920006,남양유업,KOSPI,,456500,1,500,0.11,456500,459000,455000,247,112771000,328680000000,720000,STK
080160,KR7080160005,모두투어,KOSDAQ,중견기업부,17390,1,400,2.35,17200,17490,17150,124730,2162204370,328671000000,18900000,KSQ
251970,KR7251970000,펌텍코리아,KOSDAQ,우량기업부,26500,3,0,0.0,26500,27350,26100,51861,1380216300,328600000000,12400000,KSQ
004700,KR7004700001,조광피혁,KOSPI,,49250,2,-250,-0.51,49500,49750,49100,67,3296650,327470046500,6649138,STK
097230,KR7097230007,HJ중공업,KOSPI,,3930,2,-130,-3.2,4060,4065,3930,28671,114038305,327267924330,83274281,STK
126560,KR7126560002,현대퓨처넷,KOSPI,,2965,2,-20,-0.67,2945,2990,2945,12116,36021605,326751731925,110202945,STK
090360,KR7090360009,로보스타,KOSDAQ,중견기업부,33500,3,0,0.0,33600,34100,33050,215497,7250105650,326625000000,9750000,KSQ
298000,KR7298000001,효성화학,KOSPI,,102200,2,-2600,-2.48,104500,107000,101000,6071,623733100,326030877200,3190126,STK
008490,KR7008490005,서흥,KOSPI,,28100,2,-50,-0.18,27500,28250,27500,1668,46690350,325092075300,11569113,STK
006390,KR7006390009,한일현대시멘트,KOSPI,,16820,2,-180,-1.06,17090,17090,16780,9337,157394040,325091443040,19327672,STK
297890,KR7297890006,HB솔루션,KOSDAQ,우량기업부,4975,2,-215,-4.14,5000,5040,4855,1085805,5366393200,325021506100,65330956,KSQ
101730,KR7101730000,위메이드맥스,KOSDAQ,중견기업부,9760,1,60,0.62,9620,9880,9610,47767,465596630,324962049920,33295292,KSQ
042520,KR7042520007,한스바이오메드,KOSDAQ,벤처기업부,26800,1,100,0.37,26950,27050,26000,163949,4356043050,324710515200,12116064,KSQ
235980,KR7235980000,메드팩토,KOSDAQ,기술성장기업부,15370,2,-270,-1.73,15610,15790,15340,49571,771235890,324010282150,21080695,KSQ
002320,KR7002320000,한진,KOSPI,,21600,2,-300,-1.37,22000,22000,21600,5271,114354100,322868764800,14947628,STK
077970,KR7077970002,STX엔진,KOSPI,,13970,2,-400,-2.78,14500,14500,13960,25229,357846450,321434388880,23008904,STK
072710,KR7072710007,농심홀딩스,KOSPI,,69300,1,100,0.14,69800,71200,69000,6177,435328200,321398847000,4637790,STK
108230,KR7108230004,톱텍,KOSDAQ,중견기업부,8400,1,590,7.55,8050,8590,8040,452655,3758233140,319395258000,38023245,KSQ
051500,KR7051500007,CJ프레시웨이,KOSDAQ,우량기업부,26900,2,-350,-1.28,27550,27550,26800,7920,214137200,319345663400,11871586,KSQ
035890,KR7035890003,서희건설,KOSDAQ,우량기업부,1385,2,-3,-0.22,1391,1405,1378,183120,254663079,318284712945,229808457,KSQ
034830,KR7034830000,한국토지신탁,KOSPI,,1259,2,-3,-0.24,1260,1262,1256,67916,85481045,317883940570,252489230,STK
199800,KR7199800004,툴젠,KOSDAQ,기술성장기업부,40000,2,-1000,-2.44,41300,41300,39700,6910,278433650,316770960000,7919274,KSQ
078590,KR7078590007,디아크,KOSDAQ,관리종목(소속부없음),2380,0,0,0.0,0,0,0,0,0,316556560040,133006958,KSQ
254490,KR7254490006,미래반도체,KOSDAQ,중견기업부,21900,2,-750,-3.31,22300,22650,21900,33105,731030150,316192200000,14438000,KSQ
003570,KR7003570009,SNT다이내믹스,KOSPI,,9500,2,-140,-1.45,9640,9640,9500,6630,63335830,315900621500,33252697,STK
093320,KR7093320000,케이아이엔엑스,KOSDAQ,우량기업부,64700,2,-1300,-1.97,65900,65900,64100,10122,656467300,315736000000,4880000,KSQ
126340,KR7126340009,비나텍,KOSDAQ,우량기업부,54400,2,-2200,-3.89,56100,56900,53800,29151,1596890200,315704796800,5803397,KSQ
232140,KR7232140004,와이아이케이,KOSDAQ,우량기업부,3845,2,-65,-1.66,3900,3905,3845,36213,139853330,315464370750,82045350,KSQ
005160,KR7005160007,동국산업,KOSDAQ,우량기업부,5810,2,-170,-2.84,5970,5970,5800,85846,504975320,315160440420,54244482,KSQ
013120,KR7013120001,동원개발,KOSDAQ,우량기업부,3460,3,0,0.0,3465,3480,3420,12834,44369255,314196026000,90808100,KSQ
00088K,KR700088K015,한화3우B,KOSPI,,13980,2,-740,-5.03,14600,14600,13960,87725,1239117270,314158560000,22472000,STK
053080,KR7053080008,케이엔솔,KOSDAQ,우량기업부,24150,1,50,0.21,23350,24900,23350,73147,1758495600,313945339050,12999807,KSQ
003120,KR7003120003,일성신약,KOSPI,,23550,2,-550,-2.28,24000,24050,23400,3183,75433900,313215000000,13300000,STK
053030,KR7053030003,바이넥스,KOSDAQ,우량기업부,9850,2,-830,-7.77,10250,10290,9800,274926,2736597380,312846322800,31761048,KSQ
220100,KR7220100002,퓨쳐켐,KOSDAQ,기술성장기업부,14150,1,250,1.8,14150,14970,13760,329140,4730565180,312745493250,22102155,KSQ
035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,11200,2,-20,-0.18,11220,11300,11130,14695,164914020,312529660800,27904434,KSQ
030960,KR7030960009,양지사,KOSDAQ,중견기업부,19540,1,190,0.98,19500,19740,19060,191091,3713696560,312249200000,15980000,KSQ
050890,KR7050890003,쏠리드,KOSDAQ,우량기업부,5100,1,30,0.59,5150,5180,5090,120847,619645220,312230364000,61221640,KSQ
179290,KR7179290002,엠아이텍,KOSDAQ,우량기업부,9720,2,-220,-2.21,9880,9940,9720,43572,427043980,312164390160,32115678,KSQ
230240,KR7230240004,에치에프알,KOSDAQ,우량기업부,23100,2,-500,-2.12,23300,23900,22950,91480,2136988050,311596500600,13489026,KSQ
397030,KR7397030008,에이프릴바이오,KOSDAQ,기술성장기업부,29100,2,-50,-0.17,29850,29850,28600,155796,4549172350,311030257500,10688325,KSQ
138490,KR7138490008,코오롱플라스틱,KOSPI,,8180,2,-130,-1.56,8310,8310,8170,16455,135404170,310840000000,38000000,STK
041190,KR7041190000,우리기술투자,KOSDAQ,우량기업부,3695,1,5,0.14,3685,3730,3655,80340,296259265,310380000000,84000000,KSQ
088260,KR7088260005,이리츠코크렙,KOSPI,,4900,2,-50,-1.01,4975,4975,4900,3740,18409185,310373791000,63341590,STK
084010,KR7084010008,대한제강,KOSPI,,12580,2,-220,-1.72,12630,12750,12580,6724,84914560,310055913720,24646734,STK
126700,KR7126700004,하이비젼시스템,KOSDAQ,우량기업부,20750,2,-550,-2.58,21300,21500,20750,93625,1968505650,310048824000,14942112,KSQ
037560,KR7037560000,LG헬로비전,KOSPI,,4000,2,-35,-0.87,4040,4040,3995,16988,68119450,309787460000,77446865,STK
061970,KR7061970000,LB세미콘,KOSDAQ,우량기업부,7070,2,-110,-1.53,7180,7190,7050,75352,535069480,309557065440,43784592,KSQ
096760,KR7096760004,JW홀딩스,KOSPI,,4260,2,-5,-0.12,4280,4280,4205,29765,125964140,308884757340,72508159,STK
102710,KR7102710001,이엔에프테크놀로지,KOSDAQ,우량기업부,21600,2,-550,-2.48,22150,22150,21600,11987,261384000,308617257600,14287836,KSQ
100120,KR7100120005,뷰웍스,KOSDAQ,우량기업부,30850,2,-50,-0.16,30350,31200,30350,2119,65221200,308557535250,10001865,KSQ
053210,KR7053210001,스카이라이프,KOSPI,,6450,2,-90,-1.38,6520,6540,6450,10122,65648920,308451680700,47821966,STK
950130,KR8840090003,엑세스바이오,KOSDAQ,외국기업(소속부없음),8480,2,-130,-1.51,8510,8650,8390,79310,673106000,307955668960,36315527,KSQ
347860,KR7347860009,알체라,KOSDAQ,기술성장기업부,14290,1,70,0.49,14280,14540,13780,222904,3157017710,307954815880,21550372,KSQ
005500,KR7005500004,삼진제약,KOSPI,,22150,2,-1350,-5.74,22950,22950,22100,63791,1433794600,307885000000,13900000,STK
122900,KR7122900004,아이마켓코리아,KOSPI,,9210,2,-30,-0.32,9240,9330,9200,11005,101924340,307879616400,33428840,STK
024720,KR7024720005,한국콜마홀딩스,KOSPI,,16560,1,830,5.28,16110,16780,16110,114955,1896646250,307630466640,18576719,STK
136480,KR7136480001,하림,KOSDAQ,우량기업부,2860,2,-35,-1.21,2900,2905,2860,93838,270390675,303759747720,106209702,KSQ
179900,KR7179900006,유티아이,KOSDAQ,벤처기업부,18630,2,-220,-1.17,18850,19020,18550,8023,149664830,303424853850,16286895,KSQ
010600,KR7010600005,웰바이오텍,KOSPI,,3335,2,-260,-7.23,3455,3515,3310,3527934,12003361385,303229562345,90923407,STK
033160,KR7033160003,엠케이전자,KOSDAQ,우량기업부,13730,2,-220,-1.58,13950,13950,13660,42367,583281310,302970724630,22066331,KSQ
042000,KR7042000000,카페24,KOSDAQ,기술성장기업부,13440,2,-50,-0.37,13490,13850,13270,102532,1387696650,302362341120,22497198,KSQ
001510,KR7001510007,SK증권,KOSPI,,639,2,-4,-0.62,632,643,632,321145,204552990,301985119269,472590171,STK
040300,KR7040300006,YTN,KOSDAQ,우량기업부,7190,2,-110,-1.51,7310,7310,7160,32752,235453360,301980000000,42000000,KSQ
441270,KR7441270006,파인엠텍,KOSDAQ,중견기업부,8240,2,-80,-0.96,8340,8470,8110,65685,545448130,300108273680,36420907,KSQ
083790,KR7083790006,CG인바이츠,KOSDAQ,기술성장기업부,3890,2,-15,-0.38,3900,4000,3865,70903,277551515,299118367980,76894182,KSQ
000020,KR7000020008,동화약품,KOSPI,,10680,1,160,1.52,10580,10840,10520,60847,649744080,298308099600,27931470,STK
200710,KR7200710002,에이디테크놀로지,KOSDAQ,우량기업부,22200,2,-350,-1.55,22100,22600,21750,56715,1261084200,298080931800,13427069,KSQ
102460,KR7102460003,이연제약,KOSPI,,16510,2,-120,-0.72,16670,16680,16440,3028,50019880,297156506270,17998577,STK
036890,KR7036890002,진성티이씨,KOSDAQ,우량기업부,13210,2,-1060,-7.43,13600,13630,13200,358007,4799878380,296990760280,22482268,KSQ
009160,KR7009160003,SIMPAC,KOSPI,,4530,2,-100,-2.16,4600,4645,4530,27439,125464255,296395707480,65429516,STK
009680,KR7009680000,모토닉,KOSPI,,8970,2,-10,-0.11,8980,9000,8960,1257,11278320,296010000000,33000000,STK
006220,KR7006220008,제주은행,KOSPI,,9210,2,-160,-1.71,9380,9440,9200,56556,524195660,295906008540,32128774,STK
071320,KR7071320006,지역난방공사,KOSPI,,25550,1,250,0.99,25450,25650,25400,386,9836100,295836909200,11578744,STK
115390,KR7115390007,락앤락,KOSPI,,5890,2,-40,-0.67,5930,5930,5880,8095,47808000,295680615160,50200444,STK
011760,KR7011760006,현대코퍼레이션,KOSPI,,22350,2,-150,-0.67,22400,22700,22000,16226,363592050,295667390100,13228966,STK
016790,KR7016790008,카나리아바이오,KOSDAQ,중견기업부,5120,2,-330,-6.06,5280,5300,5090,982902,5091119040,294901427200,57597935,KSQ
090710,KR7090710005,휴림로봇,KOSDAQ,투자주의환기종목(소속부없음),1795,2,-37,-2.02,1800,1823,1786,825265,1484925457,293977377910,163775698,KSQ
241710,KR7241710003,코스메카코리아,KOSDAQ,우량기업부,27500,2,-50,-0.18,27550,28600,27150,140619,3921672850,293700000000,10680000,KSQ
115450,KR7115450009,HLB테라퓨틱스,KOSDAQ,중견기업부,4000,2,-100,-2.44,4095,4095,3890,50650,202960170,293228784000,73307196,KSQ
036030,KR7036030005,케이티알파,KOSDAQ,중견기업부,5980,1,50,0.84,5850,5990,5830,36918,217930910,293135312340,49019283,KSQ
003800,KR7003800000,에이스침대,KOSDAQ,우량기업부,26400,2,-50,-0.19,26900,26900,26250,273,7203650,292776000000,11090000,KSQ
182360,KR7182360008,큐브엔터,KOSDAQ,중견기업부,21200,2,-1750,-7.63,22050,22200,21100,220523,4754991700,292659364400,13804687,KSQ
265520,KR7265520007,AP시스템,KOSDAQ,우량기업부,19070,2,-120,-0.63,19210,19210,18990,13781,262440450,291416698470,15281421,KSQ
204620,KR7204620009,글로벌텍스프리,KOSDAQ,중견기업부,5310,1,610,12.98,4835,5310,4775,3364972,16896319670,291399631200,54877520,KSQ
054450,KR7054450002,텔레칩스,KOSDAQ,우량기업부,19500,2,-650,-3.23,19890,20050,19410,231602,4565262030,291223920000,14934560,KSQ
005010,KR7005010004,휴스틸,KOSPI,,5180,2,-170,-3.18,5400,5500,5110,696924,3683966310,291054228500,56188075,STK
026890,KR7026890004,스틱인베스트먼트,KOSPI,,6980,1,40,0.58,7010,7080,6930,56327,393860290,290913661500,41678175,STK
334970,KR7334970001,프레스티지바이오로직스,KOSDAQ,기술성장기업부,4760,2,-155,-3.15,4890,4995,4725,263928,1269878250,290873932440,61107969,KSQ
330860,KR7330860008,네패스아크,KOSDAQ,우량기업부,23850,2,-1550,-6.1,25250,25250,23750,53314,1297716100,290589473250,12184045,KSQ
217330,KR7217330000,싸이토젠,KOSDAQ,기술성장기업부,15750,2,-500,-3.08,16110,16520,15600,13475,214641060,289852353000,18403324,KSQ
002960,KR7002960003,한국쉘석유,KOSPI,,222500,1,500,0.23,222000,224000,222000,637,141899000,289250000000,1300000,STK
088390,KR7088390000,이녹스,KOSDAQ,우량기업부,30650,2,-2650,-7.96,32900,33000,30650,63166,2000811900,287676118600,9385844,KSQ
126720,KR7126720002,수산인더스트리,KOSPI,,20100,2,-350,-1.71,20450,20450,20050,4447,89840750,287148600000,14286000,STK
289220,KR7289220006,자이언트스텝,KOSDAQ,기술성장기업부,12970,2,-300,-2.26,13270,13270,12960,22377,291864480,286919032650,22121745,KSQ
389500,KR7389500000,에스비비테크,KOSDAQ,기술성장기업부,46350,2,-2400,-4.92,47750,48700,46150,211198,10026721800,286206800400,6174904,KSQ
086390,KR7086390002,유니테스트,KOSDAQ,중견기업부,13530,1,20,0.15,13530,13730,13450,37216,505194560,285944724780,21134126,KSQ
041020,KR7041020009,폴라리스오피스,KOSDAQ,벤처기업부,5730,1,30,0.53,5590,5860,5540,1436616,8241227150,284927103540,49725498,KSQ
001940,KR7001940006,KISCO홀딩스,KOSPI,,17590,2,-310,-1.73,17720,17900,17540,1448,25580940,284542524200,16176380,STK
002900,KR7002900009,TYM,KOSPI,,6300,2,-100,-1.56,6410,6430,6270,108765,689791120,283821022800,45050956,STK
206650,KR7206650004,유바이오로직스,KOSDAQ,기술성장기업부,7770,1,20,0.26,7950,7980,7650,116767,913710340,283176150390,36444807,KSQ
017890,KR7017890005,한국알콜,KOSDAQ,우량기업부,13080,2,-320,-2.39,13350,13350,13020,43633,573153730,282603340800,21605760,KSQ
272550,KR7272550005,삼양패키징,KOSPI,,17880,1,1520,9.29,16950,18080,16900,87945,1549493720,282301437480,15788671,STK
452260,KR7452260003,한화갤러리아,KOSPI,,1455,1,87,6.36,1362,1470,1340,3932006,5598023226,282065732550,193859610,STK
123860,KR7123860009,아나패스,KOSDAQ,벤처기업부,23950,1,100,0.42,23850,24000,23400,4898,115340700,280931560050,11729919,KSQ
010580,KR7010580009,에스엠벡셀,KOSPI,,2525,1,25,1.0,2500,2600,2455,205156,518557065,280910694000,111251760,STK
