Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
424980,KR7424980001,마이크로투나노,KOSDAQ,기술성장기업부,18520,2,-230,-1.23,18520,18880,18450,20767,386161630,109617842800,5918890,KSQ
234100,KR7234100006,폴라리스세원,KOSDAQ,우량기업부,2010,3,0,0.0,2000,2015,1990,40762,81499250,109231938480,54344248,KSQ
067830,KR7067830000,세이브존I&C,KOSPI,,2660,1,5,0.19,2650,2695,2650,2814,7534005,109168780700,41040895,STK
021320,KR7021320007,KCC건설,KOSDAQ,우량기업부,5100,2,-120,-2.3,5140,5200,5020,6962,35472750,109140000000,21400000,KSQ
008970,KR7008970006,동양철관,KOSPI,,918,2,-12,-1.29,930,931,915,88439,81424753,109136696220,118885290,STK
049960,KR7049960008,쎌바이오텍,KOSDAQ,벤처기업부,11600,2,-140,-1.19,11840,11900,11580,861,9997410,109040000000,9400000,KSQ
352910,KR7352910004,오비고,KOSDAQ,기술성장기업부,8960,2,-190,-2.08,9250,9250,8890,23259,209421620,109008193280,12166093,KSQ
007280,KR7007280001,한국특강,KOSPI,,1798,2,-8,-0.44,1806,1825,1798,24917,45262086,108940097204,60589598,STK
092460,KR7092460005,한라IMS,KOSDAQ,우량기업부,6360,2,-170,-2.6,6470,6470,6330,27718,176272600,108817564800,17109680,KSQ
053450,KR7053450003,세코닉스,KOSDAQ,중견기업부,7350,2,-40,-0.54,7580,7580,7230,21594,158646780,108727102050,14792803,KSQ
093190,KR7093190007,빅솔론,KOSDAQ,우량기업부,5640,3,0,0.0,5670,5690,5560,10781,60741620,108507424200,19238905,KSQ
222040,KR7222040008,코스맥스엔비티,KOSDAQ,중견기업부,5260,2,-210,-3.84,5460,5480,5250,16701,88808440,108503280000,20628000,KSQ
263860,KR7263860009,지니언스,KOSDAQ,벤처기업부,11480,2,-410,-3.45,11880,11880,11420,8417,97028090,108424008000,9444600,KSQ
046120,KR7046120002,오르비텍,KOSDAQ,중견기업부,4005,2,-95,-2.32,4040,4090,4000,68648,276524455,108410640120,27068824,KSQ
027580,KR7027580000,상보,KOSDAQ,중견기업부,1831,1,12,0.66,1870,1897,1801,2086715,3857907272,108360921849,59181279,KSQ
950110,KR8392070007,SBI핀테크솔루션즈,KOSDAQ,외국기업(소속부없음),4500,2,-40,-0.88,4555,4585,4490,2421,10973825,108236430000,24052540,KSQ
274400,KR7274400001,이노시뮬레이션,KOSDAQ,기술성장기업부,13840,2,-700,-4.81,14500,14500,13800,825477,11169784037,108226391840,7819826,KSQ
071670,KR7071670004,에이테크솔루션,KOSDAQ,우량기업부,10800,2,-310,-2.79,11170,11170,10780,19755,216475730,108000000000,10000000,KSQ
067570,KR7067570002,엔브이에이치코리아,KOSDAQ,중견기업부,3285,2,-90,-2.67,3370,3370,3240,35623,116779425,107829178920,32824712,KSQ
011320,KR7011320009,유니크,KOSDAQ,중견기업부,5580,2,-70,-1.24,5640,5640,5540,6843,38216880,107809478100,19320695,KSQ
024880,KR7024880007,케이피에프,KOSDAQ,우량기업부,5200,2,-90,-1.7,5290,5290,5180,40468,212050070,107550549600,20682798,KSQ
013990,KR7013990007,아가방컴퍼니,KOSDAQ,우량기업부,3270,1,45,1.4,3225,3290,3220,132446,432281460,107542242720,32887536,KSQ
019010,KR7019010008,베뉴지,KOSDAQ,중견기업부,2230,2,-50,-2.19,2280,2280,2230,11799,26428380,107486000000,48200000,KSQ
024910,KR7024910002,경창산업,KOSDAQ,우량기업부,3000,2,-20,-0.66,3090,3090,2980,55202,165975085,107457015000,35819005,KSQ
128540,KR7128540002,에코캡,KOSDAQ,벤처기업부,4020,1,35,0.88,3990,4035,3910,31769,126588175,107295649200,26690460,KSQ
001540,KR7001540004,안국약품,KOSDAQ,우량기업부,8220,2,-120,-1.44,8230,8280,8150,10063,82599080,107208692400,13042420,KSQ
080580,KR7080580004,오킨스전자,KOSDAQ,우량기업부,6050,2,-150,-2.42,6230,6230,5950,77166,467681880,106959752900,17679298,KSQ
160600,KR7160600003,이큐셀,KOSDAQ,관리종목(소속부없음),3100,0,0,0.0,0,0,0,0,0,106895911200,34482552,KSQ
019590,KR7019590009,엠벤처투자,KOSDAQ,중견기업부,975,2,-5,-0.51,993,999,972,32476,31761147,106761444075,109498917,KSQ
340810,KR7340810001,씨유박스,KOSDAQ,기술성장기업부,10280,1,120,1.18,10160,10290,9800,19779,199692340,106376011080,10347861,KSQ
043650,KR7043650001,국순당,KOSDAQ,우량기업부,5950,1,10,0.17,5950,5990,5840,3030,17895120,106256908800,17858304,KSQ
289080,KR7289080004,SV인베스트먼트,KOSDAQ,중견기업부,1995,2,-3,-0.15,2010,2010,1989,9149,18258409,106201830000,53234000,KSQ
264900,KR7264900002,크라운제과,KOSPI,,8440,2,-40,-0.47,8470,8470,8360,3740,31460060,105701294000,12523850,STK
058860,KR7058860008,KTis,KOSPI,,3035,2,-40,-1.3,3080,3090,3015,72578,220284010,105624070000,34802000,STK
090410,KR7090410002,덕신하우징,KOSDAQ,벤처기업부,2285,1,10,0.44,2280,2305,2240,245422,559305895,105302157075,46084095,KSQ
301300,KR7301300000,바이브컴퍼니,KOSDAQ,기술성장기업부,8550,2,-100,-1.16,8570,8690,8420,21779,185521580,105205903200,12304784,KSQ
306040,KR7306040007,에스제이그룹,KOSDAQ,우량기업부,10640,2,-310,-2.83,10720,10800,10640,7596,81346630,104972409920,9865828,KSQ
377220,KR7377220009,프롬바이오,KOSDAQ,기술성장기업부,7410,1,10,0.14,7360,7410,7110,14717,107133900,104888550000,14155000,KSQ
263700,KR7263700007,케어랩스,KOSDAQ,중견기업부,5390,2,-120,-2.18,5500,5500,5380,8347,45404170,104642538000,19414200,KSQ
200230,KR7200230001,텔콘RF제약,KOSDAQ,중견기업부,935,2,-1,-0.11,936,936,931,17246,16101852,104609158555,111881453,KSQ
009780,KR7009780008,엠에스씨,KOSDAQ,우량기업부,5940,2,-10,-0.17,5950,6100,5900,14835,88515320,104544000000,17600000,KSQ
044990,KR7044990000,에이치엔에스하이텍,KONEX,일반기업부,13900,2,-80,-0.57,13900,13900,13900,80,1112000,104403789600,7511064,KNX
007980,KR7007980006,태평양물산,KOSPI,,2145,2,-50,-2.28,2150,2190,2110,487491,1043888195,104324372295,48636071,STK
048430,KR7048430003,유라테크,KOSDAQ,중견기업부,9050,1,50,0.56,9300,9640,9020,154694,1436590780,104256000000,11520000,KSQ
052420,KR7052420007,오성첨단소재,KOSDAQ,중견기업부,1417,2,-37,-2.54,1454,1459,1405,63687,90756469,103848934462,73287886,KSQ
109860,KR7109860007,동일금속,KOSDAQ,우량기업부,11400,2,-500,-4.2,11930,11930,11310,61645,708468040,103740000000,9100000,KSQ
350520,KR7350520003,이지스레지던스리츠,KOSPI,,3645,2,-25,-0.68,3670,3670,3645,3941,14438395,103367158965,28358617,STK
134580,KR7134580000,탑코미디어,KOSDAQ,중견기업부,4685,2,-110,-2.29,4750,4750,4615,4727,22128280,103190718395,22025767,KSQ
002460,KR7002460004,화성산업,KOSPI,,10160,2,-170,-1.65,10280,10330,10160,3496,35688380,103124000000,10150000,STK
004840,KR7004840005,DRB동일,KOSPI,,5160,2,-10,-0.19,5180,5230,5110,20500,105875900,102838800000,19930000,STK
002450,KR7002450005,삼익악기,KOSPI,,1135,2,-4,-0.35,1139,1140,1134,10359,11770377,102752588525,90530915,STK
186230,KR7186230009,그린플러스,KOSDAQ,벤처기업부,9490,2,-60,-0.63,9590,9590,9460,4660,44354360,102683584120,10820188,KSQ
380440,KR7380440008,엔에이치스팩19호,KOSPI,,10010,2,-10,-0.1,10020,10030,10000,6825,68290730,102682580000,10258000,STK
001045,KR7001041003,CJ우,KOSPI,,45350,1,300,0.67,45300,46150,44700,480,21912000,102501113050,2260223,STK
218150,KR7218150001,미래생명자원,KOSDAQ,벤처기업부,5010,2,-220,-4.21,5250,5250,5000,149620,757272470,102283168020,20415802,KSQ
101930,KR7101930006,인화정공,KOSDAQ,우량기업부,10960,2,-330,-2.92,11350,11350,10840,8042,89211800,102275486800,9331705,KSQ
128660,KR7128660008,피제이메탈,KOSDAQ,중견기업부,4120,2,-105,-2.49,4200,4200,4105,40151,166024655,102189880280,24803369,KSQ
078130,KR7078130002,국일제지,KOSDAQ,관리종목(소속부없음),800,0,0,0.0,0,0,0,0,0,102093978400,127617473,KSQ
076080,KR7076080001,웰크론한텍,KOSDAQ,중견기업부,4510,2,-110,-2.38,4600,4610,4500,63072,287667275,101899643560,22594156,KSQ
227840,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,11190,1,50,0.45,11190,11290,11190,5824,65337130,101838354840,9100836,STK
187870,KR7187870001,디바이스이엔지,KOSDAQ,우량기업부,14470,2,-250,-1.7,14720,14720,14470,2407,35073680,101819732230,7036609,KSQ
011370,KR7011370004,서한,KOSDAQ,우량기업부,1009,2,-5,-0.49,1010,1015,1007,46563,47038959,101802918785,100894865,KSQ
053980,KR7053980009,오상자이엘,KOSDAQ,우량기업부,5720,2,-10,-0.17,5730,5740,5660,9299,53005200,101517885040,17747882,KSQ
123420,KR7123420002,위메이드플레이,KOSDAQ,우량기업부,8850,2,-140,-1.56,8980,9020,8790,10436,92356710,101508101700,11469842,KSQ
378800,KR7378800007,샤페론,KOSDAQ,기술성장기업부,4395,2,-125,-2.77,4530,4540,4350,123832,547595240,101397181245,23071031,KSQ
189980,KR7189980006,흥국에프엔비,KOSDAQ,우량기업부,2525,2,-20,-0.79,2530,2560,2515,11338,28741390,101348013175,40137827,KSQ
352700,KR7352700009,씨앤투스,KOSDAQ,우량기업부,3710,2,-40,-1.07,3750,3750,3700,12809,47558575,101197295290,27276899,KSQ
347740,KR7347740003,피엔케이피부임상연구센타,KOSDAQ,중견기업부,3360,3,0,0.0,3395,3430,3300,200199,676318000,100835535360,30010576,KSQ
376980,KR7376980009,원티드랩,KOSDAQ,기술성장기업부,10650,2,-250,-2.29,10900,10930,10640,8216,88339400,100713812400,9456696,KSQ
054930,KR7054930003,유신,KOSDAQ,우량기업부,33550,2,-350,-1.03,33900,34100,33250,19950,670414700,100650000000,3000000,KSQ
225190,KR7225190008,삼양옵틱스,KOSDAQ,우량기업부,9890,2,-100,-1.0,10000,10000,9780,3151,31081450,100380414320,10149688,KSQ
004140,KR7004140000,동방,KOSPI,,2090,2,-15,-0.71,2090,2110,2070,72745,151932720,100260990940,47971766,STK
003480,KR7003480001,한진중공업홀딩스,KOSPI,,3395,2,-30,-0.88,3420,3420,3395,265,902560,100253711740,29529812,STK
153710,KR7153710009,옵티팜,KOSDAQ,기술성장기업부,6830,3,0,0.0,6830,6860,6740,2844,19324900,100195813140,14669958,KSQ
307180,KR7307180000,아이엘사이언스,KOSDAQ,벤처기업부,3880,2,-115,-2.88,4025,4025,3870,47312,184750220,100190101080,25822191,KSQ
122310,KR7122310006,제노레이,KOSDAQ,우량기업부,6880,2,-110,-1.57,7000,7000,6860,2766,19111930,100130446720,14553844,KSQ
065710,KR7065710006,서호전기,KOSDAQ,우량기업부,19440,1,120,0.62,19400,19600,19350,3315,64480630,100116000000,5150000,KSQ
044820,KR7044820009,코스맥스비티아이,KOSPI,,10420,1,180,1.76,10560,10630,10310,23989,251873680,100072856820,9603921,STK
241690,KR7241690007,유니테크노,KOSDAQ,우량기업부,3995,2,-70,-1.72,4110,4110,3980,18181,72833290,99921202175,25011565,KSQ
071280,KR7071280002,로체시스템즈,KOSDAQ,우량기업부,6530,2,-50,-0.76,6460,6550,6410,13946,90591310,99886817590,15296603,KSQ
201490,KR7201490000,미투온,KOSDAQ,중견기업부,3195,2,-15,-0.47,3180,3210,3160,19998,63643895,99868575150,31257770,KSQ
004060,KR7004060000,SG세계물산,KOSPI,,493,3,0,0.0,495,495,487,68421,33680663,99795505280,202424960,STK
082850,KR7082850009,우리바이오,KOSDAQ,중견기업부,2060,2,-70,-3.29,2105,2120,2060,41000,85510820,99779350680,48436578,KSQ
012690,KR7012690004,모나리자,KOSPI,,2725,1,5,0.18,2755,2760,2710,20353,55393515,99656669875,36571255,STK
204610,KR7204610000,티쓰리,KOSDAQ,벤처기업부,1484,2,-21,-1.4,1501,1501,1471,84154,124809819,99400872480,66981720,KSQ
175250,KR7175250000,아이큐어,KOSDAQ,기술성장기업부,2645,2,-100,-3.64,2745,2750,2635,87696,233900725,99341883360,37558368,KSQ
016880,KR7016880007,웅진,KOSPI,,1242,2,-21,-1.66,1257,1262,1240,33015,41306939,99269433360,79927080,STK
244920,KR7244920005,에이플러스에셋,KOSPI,,4385,2,-30,-0.68,4390,4410,4370,4219,18531165,99134733805,22607693,STK
053050,KR7053050001,지에스이,KOSDAQ,우량기업부,3305,2,-10,-0.3,3315,3340,3265,105177,348154780,99109008085,29987597,KSQ
041520,KR7041520008,이라이콤,KOSDAQ,중견기업부,8130,2,-20,-0.25,8130,8150,7760,56807,448823150,99094374900,12188730,KSQ
173940,KR7173940008,에프엔씨엔터,KOSDAQ,중견기업부,6440,2,-340,-5.01,6780,6780,6360,15582,100530180,99052087960,15380759,KSQ
059210,KR7059210005,메타바이오메드,KOSDAQ,벤처기업부,4150,2,-210,-4.82,4340,4350,4145,150119,633138095,99028756650,23862351,KSQ
006880,KR7006880009,신송홀딩스,KOSPI,,8370,2,-420,-4.78,8650,8740,8330,46559,393866160,99007541460,11828858,STK
025550,KR7025550005,한국선재,KOSDAQ,우량기업부,4140,2,-40,-0.96,4175,4210,4105,64745,270339875,98984079720,23909198,KSQ
003610,KR7003610003,방림,KOSPI,,2335,2,-20,-0.85,2355,2365,2330,16450,38511280,98803400150,42314090,STK
037330,KR7037330008,인지디스플레,KOSDAQ,우량기업부,2250,1,100,4.65,2270,2350,2205,1042220,2369013955,98741754000,43885224,KSQ
417840,KR7417840006,저스템,KOSDAQ,벤처기업부,13800,2,-300,-2.13,13910,14070,13610,20139,279048240,98740849200,7155134,KSQ
035000,KR7035000009,HS애드,KOSPI,,5950,1,50,0.85,5920,6000,5920,6928,41112650,98576083550,16567409,STK
042510,KR7042510008,라온시큐어,KOSDAQ,벤처기업부,2545,2,-20,-0.78,2565,2585,2535,100032,255484210,98406868570,38666746,KSQ
123410,KR7123410003,코리아에프티,KOSDAQ,우량기업부,3525,1,55,1.59,3500,3540,3440,147516,517706025,98139750600,27841064,KSQ
032850,KR7032850000,비트컴퓨터,KOSDAQ,벤처기업부,5900,2,-150,-2.48,6000,6000,5900,30915,183489510,98077428700,16623293,KSQ
046390,KR7046390001,삼화네트웍스,KOSDAQ,중견기업부,2270,1,10,0.44,2305,2305,2260,68656,156725400,98002557910,43172933,KSQ
122350,KR7122350002,삼기,KOSDAQ,중견기업부,2550,2,-20,-0.78,2570,2600,2550,39667,101793625,97765541400,38339428,KSQ
069540,KR7069540003,라이트론,KOSDAQ,중견기업부,3620,1,40,1.12,3580,3650,3490,141451,504177355,97683781400,26984470,KSQ
043910,KR7043910009,자연과환경,KOSDAQ,중견기업부,1200,2,-26,-2.12,1214,1216,1188,1215829,1461953296,97669737600,81391448,KSQ
004720,KR7004720009,팜젠사이언스,KOSPI,,6160,2,-130,-2.07,6280,6280,6110,40026,246793060,97616214080,15846788,STK
200350,KR7200350007,래몽래인,KOSDAQ,기술성장기업부,15060,1,10,0.07,15150,15250,14860,9062,136638620,97484946240,6473104,KSQ
078890,KR7078890001,가온그룹,KOSDAQ,중견기업부,5740,2,-100,-1.71,5790,5820,5700,16961,97472840,97417265260,16971649,KSQ
163730,KR7163730005,핑거,KOSDAQ,우량기업부,10400,2,-20,-0.19,10420,10490,10260,7188,74351860,97149218400,9341271,KSQ
024890,KR7024890006,대원화성,KOSPI,,2355,2,-50,-2.08,2415,2415,2325,29011,68289645,97141752960,41249152,STK
066410,KR7066410002,버킷스튜디오,KOSDAQ,관리종목(소속부없음),1153,0,0,0.0,0,0,0,0,0,96978744678,84109926,KSQ
051490,KR7051490001,나라엠앤디,KOSDAQ,우량기업부,6820,2,-30,-0.44,6920,6920,6710,26485,179789290,96844000000,14200000,KSQ
081150,KR7081150005,티플랙스,KOSDAQ,우량기업부,3990,1,20,0.5,4065,4075,3970,406363,1634996920,96830923980,24268402,KSQ
037440,KR7037440005,희림,KOSDAQ,우량기업부,6940,2,-200,-2.8,7260,7260,6940,68360,479760520,96621976500,13922475,KSQ
330350,KR7330350000,위더스제약,KOSDAQ,우량기업부,7320,3,0,0.0,7320,7360,7250,4664,34182060,96571134960,13192778,KSQ
269620,KR7269620001,시스웍,KOSDAQ,관리종목(소속부없음),889,0,0,0.0,0,0,0,0,0,96529897618,108582562,KSQ
142280,KR7142280007,녹십자엠에스,KOSDAQ,중견기업부,4570,2,-55,-1.19,4640,4640,4545,17909,81774245,96505983310,21117283,KSQ
109960,KR7109960005,에이프로젠 H&G,KOSDAQ,중견기업부,1858,2,-102,-5.2,1978,1979,1775,1158805,2167261953,96395072652,51881094,KSQ
097800,KR7097800007,윈팩,KOSDAQ,중견기업부,1615,2,-19,-1.16,1631,1631,1600,40635,65607650,96228961040,59584496,KSQ
031860,KR7031860000,에스유홀딩스,KOSDAQ,중견기업부,1094,2,-41,-3.61,1130,1132,1085,599307,660263500,96188817710,87923965,KSQ
039290,KR7039290002,인포뱅크,KOSDAQ,우량기업부,11060,2,-170,-1.51,11230,11230,11000,8032,88961940,96155396680,8693978,KSQ
446070,KR7446070005,유니드비티플러스,KOSPI,,9050,2,-60,-0.66,9100,9100,8910,18683,168270080,96031495750,10611215,STK
018120,KR7018120006,진로발효,KOSDAQ,우량기업부,14500,1,20,0.14,14400,14500,14400,134,1933460,96006240000,6621120,KSQ
309960,KR7309960003,LB인베스트먼트,KOSDAQ,중견기업부,4135,2,-35,-0.84,4130,4200,4120,7270,30190225,96003283265,23217239,KSQ
412350,KR7412350001,레이저쎌,KOSDAQ,기술성장기업부,11200,2,-340,-2.95,11380,11390,11020,168304,1879154780,96003208000,8571715,KSQ
260660,KR7260660006,알리코제약,KOSDAQ,우량기업부,6260,1,100,1.62,6240,6300,6190,22244,138865180,95947151460,15327021,KSQ
290090,KR7290090000,트윔,KOSDAQ,벤처기업부,13010,2,-90,-0.69,13000,13100,12990,759,9882130,95929104900,7373490,KSQ
092440,KR7092440007,기신정기,KOSPI,,3285,2,-20,-0.61,3305,3310,3285,1353,4459885,95922000000,29200000,STK
064850,KR7064850001,에프앤가이드,KOSDAQ,벤처기업부,7940,2,-60,-0.75,8000,8000,7850,4422,34919820,95915200000,12080000,KSQ
009200,KR7009200007,무림페이퍼,KOSPI,,2300,2,-75,-3.16,2350,2375,2290,361938,845008385,95701413000,41609310,STK
170790,KR7170790000,파이오링크,KOSDAQ,우량기업부,13920,2,-50,-0.36,13970,14080,13800,11344,158035960,95440113600,6856330,KSQ
011560,KR7011560000,세보엠이씨,KOSDAQ,우량기업부,9050,1,60,0.67,8990,9080,8920,27334,247002740,95296500000,10530000,KSQ
130580,KR7130580004,나이스디앤비,KOSDAQ,우량기업부,6180,2,-40,-0.64,6240,6270,6180,3489,21660270,95172000000,15400000,KSQ
151910,KR7151910007,SBW생명과학,KOSDAQ,투자주의환기종목(소속부없음),537,1,3,0.56,518,568,518,93424,50881965,95121021366,177134118,KSQ
314140,KR7314140005,알피바이오,KOSDAQ,중견기업부,10960,2,-270,-2.4,11330,11330,10450,16108,177036840,94983316560,8666361,KSQ
205500,KR7205500002,액션스퀘어,KOSDAQ,중견기업부,2040,2,-35,-1.69,2130,2140,2020,52840,109468535,94953958320,46546058,KSQ
091590,KR7091590000,남화토건,KOSDAQ,우량기업부,8080,3,0,0.0,8140,8150,7940,16623,134376370,94859200000,11740000,KSQ
322780,KR7322780008,코퍼스코리아,KOSDAQ,중견기업부,2500,2,-45,-1.77,2530,2540,2470,44750,111779560,94831532500,37932613,KSQ
054920,KR7054920004,한컴위드,KOSDAQ,중견기업부,3360,2,-5,-0.15,3385,3450,3325,26566,89261380,94809392160,28217081,KSQ
031820,KR7031820004,콤텍시스템,KOSPI,,783,2,-6,-0.76,790,793,780,137871,107977713,94783297878,121051466,STK
016090,KR7016090003,대현,KOSPI,,2140,1,15,0.71,2100,2145,2095,118959,252747175,94764143400,44282310,STK
217950,KR7217950005,파마리서치바이오,KONEX,일반기업부,23300,0,0,0.0,0,0,0,0,0,94700310300,4064391,KNX
021050,KR7021050000,서원,KOSPI,,1993,1,328,19.7,1788,2090,1781,16885912,32605145904,94616857870,47474590,STK
214270,KR7214270001,FSN,KOSDAQ,중견기업부,2845,2,-40,-1.39,2905,2905,2825,37484,106501010,94597567235,33250463,KSQ
142760,KR7142760008,비엘,KOSDAQ,기술성장기업부,3005,2,-85,-2.75,3100,3130,3005,58724,178810990,94503033985,31448597,KSQ
004650,KR7004650008,창해에탄올,KOSDAQ,우량기업부,10230,1,10,0.1,10150,10270,10150,1712,17477510,94022753550,9190885,KSQ
101140,KR7101140002,인바이오젠,KOSPI,,467,0,0,0.0,0,0,0,0,0,93812983978,200884334,STK
250000,KR7250000007,보라티알,KOSDAQ,우량기업부,13860,2,-290,-2.05,14200,14290,13860,27106,380902570,93565159380,6750733,KSQ
263770,KR7263770000,유에스티,KOSDAQ,벤처기업부,3945,2,-190,-4.59,4055,4055,3940,49608,197166325,93497178540,23700172,KSQ
066310,KR7066310004,큐에스아이,KOSDAQ,벤처기업부,10080,2,-80,-0.79,10100,10350,10020,7292,73875520,93457939680,9271621,KSQ
440320,KR7440320000,오픈놀,KOSDAQ,기술성장기업부,9530,2,-20,-0.21,9650,10390,9510,1177829,11666964190,93441650000,9805000,KSQ
064800,KR7064800006,젬백스링크,KOSDAQ,우량기업부,1115,2,-16,-1.41,1117,1129,1105,20640,23001437,93378035455,83747117,KSQ
041920,KR7041920000,메디아나,KOSDAQ,우량기업부,5830,3,0,0.0,5870,5870,5700,49215,283810550,93280000000,16000000,KSQ
056090,KR7056090004,이노시스,KOSDAQ,관리종목(소속부없음),1180,0,0,0.0,0,0,0,0,0,93078496760,78880082,KSQ
106190,KR7106190002,하이텍팜,KOSDAQ,중견기업부,13130,2,-370,-2.74,13560,13570,13130,1864,24911780,93075707660,7088782,KSQ
257370,KR7257370007,명성티엔에스,KOSDAQ,관리종목(소속부없음),9210,0,0,0.0,0,0,0,0,0,92999789370,10097697,KSQ
307930,KR7307930008,컴퍼니케이,KOSDAQ,중견기업부,5950,2,-40,-0.67,5990,6020,5900,45243,269822200,92879500000,15610000,KSQ
317850,KR7317850006,대모,KOSDAQ,벤처기업부,11150,2,-220,-1.93,11390,11400,11070,19336,216187590,92817283000,8324420,KSQ
063440,KR7063440002,SM Life Design,KOSDAQ,중견기업부,2015,2,-35,-1.71,2065,2065,2010,50637,102736980,92748745310,46029154,KSQ
002140,KR7002140002,고려산업,KOSPI,,3710,2,-100,-2.62,3810,3815,3700,68330,255461640,92525266750,24939425,STK
020710,KR7020710000,시공테크,KOSDAQ,우량기업부,4615,1,30,0.65,4585,4790,4505,33054,152787365,92521381550,20047970,KSQ
327260,KR7327260006,RF머트리얼즈,KOSDAQ,벤처기업부,10970,2,-330,-2.92,11300,11300,10970,34828,386538270,92512544070,8433231,KSQ
095270,KR7095270005,웨이브일렉트로,KOSDAQ,벤처기업부,6170,2,-100,-1.59,6330,6330,6100,10428,64016570,92372649520,14971256,KSQ
069920,KR7069920007,아이에스이커머스,KOSDAQ,중견기업부,3570,2,-15,-0.42,3585,3660,3460,14334,51123560,92200112340,25826362,KSQ
247660,KR7247660004,나노씨엠에스,KOSDAQ,기술성장기업부,21200,1,1000,4.95,20550,21850,20500,307522,6539926650,92091104000,4343920,KSQ
007110,KR7007110000,일신석재,KOSPI,,1188,2,-12,-1.0,1200,1200,1186,24478,29151833,92018452680,77456610,STK
013520,KR7013520002,화승코퍼레이션,KOSPI,,1838,1,1,0.05,1842,1844,1827,15840,29099169,91994201176,50051252,STK
033830,KR7033830001,티비씨,KOSDAQ,중견기업부,917,2,-7,-0.76,918,924,916,11973,10987004,91700000000,100000000,KSQ
088290,KR7088290002,이원컴포텍,KOSDAQ,중견기업부,3775,2,-145,-3.7,3920,3920,3765,41716,158316935,91674889725,24284739,KSQ
014200,KR7014200000,광림,KOSDAQ,관리종목(소속부없음),1006,0,0,0.0,0,0,0,0,0,91250936176,90706696,KSQ
115180,KR7115180002,큐리언트,KOSDAQ,벤처기업부,7350,2,-330,-4.3,8170,8230,7350,74265,575595920,91184511600,12406056,KSQ
043260,KR7043260009,성호전자,KOSDAQ,우량기업부,1705,1,58,3.52,1647,1734,1647,521076,891301257,91056179720,53405384,KSQ
002760,KR7002760007,보락,KOSPI,,1518,2,-24,-1.56,1560,1560,1511,47109,72071479,90928200000,59900000,STK
008870,KR7008870008,금비,KOSPI,,90700,2,-1400,-1.52,91700,92100,90300,569,51711500,90700000000,1000000,STK
032540,KR7032540007,TJ미디어,KOSDAQ,중견기업부,6500,2,-10,-0.15,6540,6660,6440,4822,31295500,90555458500,13931609,KSQ
226440,KR7226440006,한송네오텍,KOSDAQ,관리종목(소속부없음),1530,0,0,0.0,0,0,0,0,0,90418067280,59096776,KSQ
013360,KR7013360003,일성건설,KOSPI,,1672,2,-42,-2.45,1714,1714,1670,46486,78607548,90329599360,54024880,STK
115500,KR7115500001,케이씨에스,KOSDAQ,중견기업부,7520,1,100,1.35,7420,7630,7360,57947,435189750,90240000000,12000000,KSQ
038070,KR7038070009,서린바이오,KOSDAQ,우량기업부,10360,2,-610,-5.56,10900,10900,10320,20638,215796850,90139003360,8700676,KSQ
038680,KR7038680005,에스넷,KOSDAQ,중견기업부,4890,1,30,0.62,4900,4910,4825,4126,20079410,90136753860,18432874,KSQ
014790,KR7014790000,HL D&I,KOSPI,,2380,2,-15,-0.63,2375,2425,2365,6347,15174000,90103470380,37858601,STK
069510,KR7069510006,에스텍,KOSDAQ,벤처기업부,8250,1,280,3.51,8030,8270,7970,16882,136452250,90007500000,10910000,KSQ
006140,KR7006140008,피제이전자,KOSDAQ,우량기업부,6000,2,-50,-0.83,6120,6120,5960,6288,37723150,90000000000,15000000,KSQ
078000,KR7078000007,텔코웨어,KOSPI,,9250,1,100,1.09,9150,9310,9150,3830,35390690,89750030500,9702706,STK
221800,KR7221800006,유투바이오,KONEX,일반기업부,8860,1,160,1.84,8880,8880,8860,169,1499220,89504074400,10102040,KNX
000910,KR7000910000,유니온,KOSPI,,5730,2,-200,-3.37,5930,5940,5720,73297,426320380,89454576870,15611619,STK
158430,KR7158430009,아톤,KOSDAQ,벤처기업부,20500,1,50,0.24,20400,20850,20000,10175,207306950,89453328500,4363577,KSQ
013870,KR7013870001,지엠비코리아,KOSPI,,4685,2,-70,-1.47,4760,4760,4675,7845,37048530,89353631800,19072280,STK
002230,KR7002230001,피에스텍,KOSDAQ,중견기업부,4605,1,45,0.99,4525,4720,4525,25052,116416115,89201949165,19370673,KSQ
004910,KR7004910006,조광페인트,KOSPI,,6960,1,10,0.14,6920,6960,6900,560,3888090,89088000000,12800000,STK
148930,KR7148930001,에이치와이티씨,KOSDAQ,중견기업부,8800,2,-280,-3.08,9070,9070,8800,22292,198136890,88881874400,10100213,KSQ
241520,KR7241520006,DSC인베스트먼트,KOSDAQ,중견기업부,3195,2,-65,-1.99,3270,3270,3180,28218,90289580,88857432585,27811403,KSQ
101170,KR7101170009,우림피티에스,KOSDAQ,벤처기업부,6570,2,-130,-1.94,6660,6690,6570,45362,300358080,88695000000,13500000,KSQ
163560,KR7163560006,동일고무벨트,KOSPI,,6380,2,-230,-3.48,6550,6550,6330,20351,130105970,88682000000,13900000,STK
007590,KR7007590003,동방아그로,KOSPI,,6510,2,-70,-1.06,6570,6580,6460,4486,29241400,88650426270,13617577,STK
